ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|TREASURY NOTE (2OLD)|TNOTE|US91282CDF59|91282CDF5|United States|23000|23|23|USD|ISHT10-20|11/1/2021|
12/30/2021|TREASURY NOTE (OLD)|TNOTE|US91282CCS89|91282CCS8|United States|1001000|984|984|USD|ISHT10-20|8/16/2021|
12/30/2021|TREASURY NOTE (OTR)|TNOTE|US91282CDJ71|91282CDJ7|United States|8760000|8668|8668|USD|ISHT10-20|11/15/2021|
12/30/2021|TREASURY BOND|TBOND|US912810PT97||United States|26000|37|37|USD|ISHT10-20|2/15/2007|
12/30/2021|TREASURY BOND|TBOND|US912810PU60||United States|12408000|18133|18133|USD|ISHT10-20|8/15/2007|
12/30/2021|TREASURY BOND|TBOND|US912810PW27||United States|1401800|1954|1954|USD|ISHT10-20|2/15/2008|
12/30/2021|TREASURY BOND|TBOND|US912810PX00||United States|14825000|20805|20805|USD|ISHT10-20|8/15/2008|
12/30/2021|TREASURY BOND|TBOND|US912810QB70||United States|19573600|26905|26905|USD|ISHT10-20|5/15/2009|
12/30/2021|TREASURY BOND|TBOND|US912810QD37|912810QD3|United States|202575600|283046|283046|USD|ISHT10-20|11/16/2009|
12/30/2021|TREASURY BOND|TBOND|US912810QE10|912810QE1|United States|15811000|22945|22945|USD|ISHT10-20|2/16/2010|
12/30/2021|TREASURY BOND|TBOND|US912810QK79|912810QK7|United States|39440000|52431|52431|USD|ISHT10-20|8/16/2010|
12/30/2021|TREASURY BOND|TBOND|US912810SQ22|912810SQ2|United States|204277600|178553|178553|USD|ISHT10-20|8/31/2020|
12/30/2021|TREASURY BOND|TBOND|US912810ST60|912810ST6|United States|230828000|209835|209835|USD|ISHT10-20|11/30/2020|
12/30/2021|TREASURY BOND|TBOND|US912810SW99|912810SW9|United States|389234000|386614|386614|USD|ISHT10-20|3/1/2021|
12/30/2021|TREASURY BOND|TBOND|US912810SY55|912810SY5|United States|282191000|296049|296049|USD|ISHT10-20|6/1/2021|
12/30/2021|TREASURY BOND (OTR)|TBOND|US912810TC27|912810TC2|United States|4000000|4039|4039|USD|ISHT10-20|11/30/2021|
12/30/2021|TREASURY STRIP (INT)|TSTRIP|US9128337E48||United States|736000|558|558|USD|ISHT10-20|2/15/2007|
12/30/2021|TREASURY STRIP (INT)|TSTRIP|US912833Y461||United States|13000|10|10|USD|ISHT10-20|8/15/2007|
12/30/2021|USD CASH|USD|||United States|-7694922|-7695|-7695|USD|ISHT10-20|1/1/1989|
12/30/2021|BLK CSH FND TREASURY SL AGENCY|XTSLA|US0669224778|066922477|United States|21090000|21090|21090|USD|ISHT10-20|2/4/2009|
