ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|INTERNATIONAL LEASE FINANCE CORP|AER|US459745GN96|459745GN9|United States|3915000|4122|4122|USD|ISHIBDN|8/21/2012|
12/30/2021|AIR LEASE CORPORATION|AL|US00912XBE31|00912XBE3|United States|2418000|2459|2459|USD|ISHIBDN|9/17/2018|
12/30/2021|AIR LEASE CORPORATION|AL|US00912XAW48|00912XAW4|United States|2502000|2554|2554|USD|ISHIBDN|6/12/2017|
12/30/2021|ALLY FINANCIAL INC|ALLY|US02005NAY67|02005NAY6|United States|1695000|1728|1728|USD|ISHIBDN|2/13/2015|
12/30/2021|ALLY FINANCIAL INC|ALLY|US02005NBC39||United States|1965000|2005|2005|USD|ISHIBDN|5/19/2015|
12/30/2021|AMERIPRISE FINANCIAL INC|AMP|US03076CAJ53|03076CAJ5|United States|3049000|3090|3090|USD|ISHIBDN|3/22/2019|
12/30/2021|ANTHEM INC|ANTM|US94973VAX55|94973VAX5|United States|3281000|3326|3326|USD|ISHIBDN|5/7/2012|
12/30/2021|ANTHEM INC|ANTM|US036752AF07||United States|2964000|3029|3029|USD|ISHIBDN|11/21/2017|
12/30/2021|AUSTRALIA AND NEW ZEALAND BANKING|ANZ|US05253JAS06|05253JAS0|Australia|2445000|2473|2473|USD|ISHIBDN|5/19/2017|
12/30/2021|AUSTRALIA AND NEW ZEALAND BANKING MTN|ANZ|US05253JAU51|05253JAU5|Australia|4228000|4318|4318|USD|ISHIBDN|11/9/2017|
12/30/2021|AUSTRALIA AND NEW ZEALAND BANKING MTN|ANZ|US05253JAW18|05253JAW1|Australia|3286000|3337|3337|USD|ISHIBDN|11/21/2019|
12/30/2021|AON CORP|AON|US037389BD49|037389BD4|United Kingdom|2929000|2976|2976|USD|ISHIBDN|11/15/2019|
12/30/2021|AMERICAN EXPRESS CREDIT CORPORATIO MTN|AXP|US0258M0EG02||United States|4870000|4922|4922|USD|ISHIBDN|3/3/2017|
12/30/2021|AMERICAN EXPRESS COMPANY|AXP|US025816CD95|025816CD9|United States|4870000|4918|4918|USD|ISHIBDN|5/20/2019|
12/30/2021|AMERICAN EXPRESS CO|AXP|US025816BM04||United States|6473000|6608|6608|USD|ISHIBDN|8/1/2017|
12/30/2021|AMERICAN EXPRESS CO|AXP|US025816BD05|025816BD0|United States|6741000|6884|6884|USD|ISHIBDN|2/26/2013|
12/30/2021|BANK OF AMERICA CORP|BAC|US06051GEM78||United States|3835000|3941|3941|USD|ISHIBDN|1/24/2012|
12/30/2021|COMPASS BANK|PNC|US20453KAB17||United States|2763000|2791|2791|USD|ISHIBDN|6/29/2017|
12/30/2021|FRANKLIN RESOURCES INC.|BEN|US354613AJ09||United States|1075000|1101|1101|USD|ISHIBDN|9/24/2012|
12/30/2021|BANK OF NEW YORK MELLON CORP/THE MTN|BK|US06406RAA59||United States|3803000|3844|3844|USD|ISHIBDN|2/7/2017|
12/30/2021|BANK OF NEW YORK MELLON CORP/THE MTN|BK|US06406RAK32||United States|3664000|3724|3724|USD|ISHIBDN|8/23/2019|
12/30/2021|BERKSHIRE HATHAWAY INC|BRK|US084670BF47||United States|2404000|2444|2444|USD|ISHIBDN|1/31/2012|
12/30/2021|BERKSHIRE HATHAWAY FINANCE CORP|BRK|US084664BT72||United States|3609000|3657|3657|USD|ISHIBDN|5/15/2012|
12/30/2021|CITIGROUP INC|C|US172967FT34||United States|7174000|7332|7332|USD|ISHIBDN|11/1/2011|
12/30/2021|CITIGROUP INC|C|US172967LG49||United States|8450000|8537|8537|USD|ISHIBDN|4/25/2017|
12/30/2021|CITIGROUP INC|C|US172967GK16|172967GK1|United States|3458000|3586|3586|USD|ISHIBDN|2/8/2013|
12/30/2021|CITIGROUP INC|C|US172967LQ21||United States|8384000|8553|8553|USD|ISHIBDN|10/27/2017|
12/30/2021|CHUBB INA HOLDINGS INC|CB|US00440EAU10|00440EAU1|United States|2314000|2360|2360|USD|ISHIBDN|11/3/2015|
12/30/2021|CITIZENS BANK NA MTN|CFG|US17401QAS03|17401QAS0|United States|2401000|2433|2433|USD|ISHIBDN|2/14/2019|
12/30/2021|CITIZENS BANK NA/ PROVIDENCE RI|CFG|US17401QAL59|17401QAL5|United States|2178000|2199|2199|USD|ISHIBDN|5/26/2017|
12/30/2021|CME GROUP INC|CME|US12572QAE52||United States|3900000|4001|4001|USD|ISHIBDN|9/10/2012|
12/30/2021|CAPITAL ONE FINANCIAL CORPORATION|COF|US14040HBL87|14040HBL8|United States|3271000|3310|3310|USD|ISHIBDN|3/9/2017|
12/30/2021|CAPITAL ONE NA (VIRGINIA)|COF|US14042RHC88|14042RHC8|United States|385000|393|393|USD|ISHIBDN|8/8/2017|
12/30/2021|CAPITAL ONE NA|COF|US14042RNW78|14042RNW7|United States|1895000|1926|1926|USD|ISHIBDN|9/6/2019|
12/30/2021|CAMDEN PROPERTY TRUST|CPT|US133131AT99||United States|652000|663|663|USD|ISHIBDN|12/7/2012|
12/30/2021|CREDIT SUISSE AG (NEW YORK BRANCH)|CS|US22550L2B68||Switzerland|5684000|5754|5754|USD|ISHIBDN|4/9/2020|
12/30/2021|AETNA INC|AET|US008117AP87|008117AP8|United States|5178000|5263|5263|USD|ISHIBDN|11/7/2012|
12/30/2021|DEUTSCHE BANK AG (NEW YORK BRANCH)|DB|US251526CA59|251526CA5|Germany|4083000|4179|4179|USD|ISHIBDN|2/14/2019|
12/30/2021|DEUTSCHE BANK AG (NEW YORK BRANCH)|DB|US251526BL24||Germany|4518000|4629|4629|USD|ISHIBDN|11/16/2017|
12/30/2021|DISCOVER FINANCIAL SERVICES|DFS|US254709AG33||United States|1330000|1362|1362|USD|ISHIBDN|11/15/2012|
12/30/2021|DISCOVER FINANCIAL SERVICES|DFS|US254709AJ71|254709AJ7|United States|3122000|3219|3219|USD|ISHIBDN|3/19/2013|
12/30/2021|FIFTH THIRD BANCORP|FITB|US316773CL24|316773CL2|United States|1662000|1685|1685|USD|ISHIBDN|3/7/2012|
12/30/2021|FIFTH THIRD BANCORP|FITB|US316773CU23|316773CU2|United States|3222000|3250|3250|USD|ISHIBDN|6/15/2017|
12/30/2021|FIDELITY NATIONAL FINANCIAL INC|FNF|US31620RAF29||United States|2094000|2198|2198|USD|ISHIBDN|8/28/2012|
12/30/2021|FIRST REPUBLIC BANK|FRC|US336158AK61||United States|1929000|1944|1944|USD|ISHIBDN|6/6/2017|
12/30/2021|FS INVESTMENT CORP|FSK|US302635AC17|302635AC1|United States|1955000|1985|1985|USD|ISHIBDN|4/30/2015|
12/30/2021|TORCHMARK CORPORATION|GL|US891027AQ76||United States|300000|310|310|USD|ISHIBDN|9/24/2012|
12/30/2021|GOLDMAN SACHS GROUP INC/THE|GS|US38141GGS75||United States|19653000|20205|20205|USD|ISHIBDN|1/24/2012|
12/30/2021|HUNTINGTON NATIONAL BANK (THE)|HBAN|US44644AAH05||United States|1827000|1848|1848|USD|ISHIBDN|2/26/2019|
12/30/2021|HUNTINGTON NATIONAL BANK (THE)|HBAN|US44644AAB35||United States|2186000|2232|2232|USD|ISHIBDN|8/7/2017|
12/30/2021|HUMANA INC.|HUM|US444859BA90|444859BA9|United States|2713000|2765|2765|USD|ISHIBDN|12/10/2012|
12/30/2021|HUMANA INC|HUM|US444859BJ00|444859BJ0|United States|1679000|1714|1714|USD|ISHIBDN|12/21/2017|
12/30/2021|INTERCONTINENTAL EXCHANGE INC|ICE|US45866FAE43|45866FAE4|United States|2637000|2684|2684|USD|ISHIBDN|8/17/2017|
12/30/2021|JPMORGAN CHASE & CO|JPM|US46625HJD35||United States|7439000|7602|7602|USD|ISHIBDN|1/23/2012|
12/30/2021|JPMORGAN CHASE & CO|JPM|US46625HJE18||United States|13184000|13556|13556|USD|ISHIBDN|9/24/2012|
12/30/2021|KEYBANK NATIONAL ASSOCIATION|KEY|US49327M2X13|49327M2X1|United States|1971000|2002|2002|USD|ISHIBDN|2/1/2019|
12/30/2021|KEY BANK NATIONAL ASSOCIATION|KEY|US49306SAA42||United States|1042000|1056|1056|USD|ISHIBDN|5/22/2015|
12/30/2021|KEYBANK NATIONAL ASSOCIATION|KEY|US49327M2S28||United States|2526000|2552|2552|USD|ISHIBDN|6/9/2017|
12/30/2021|KEYBANK NATIONAL ASSOCIATION|KEY|US49327M2T01||United States|5042000|5139|5139|USD|ISHIBDN|9/14/2017|
12/30/2021|KIMCO REALTY CORPORATION|KIM|US49446RAN98||United States|2846000|2914|2914|USD|ISHIBDN|10/19/2015|
12/30/2021|LINCOLN NATIONAL CORP|LNC|US534187BC24|534187BC2|United States|1407000|1435|1435|USD|ISHIBDN|3/29/2012|
12/30/2021|MARKEL CORPORATION|MKL|US570535AK02||United States|1709000|1785|1785|USD|ISHIBDN|7/2/2012|
