ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|AG MERGER SUB II INC       144A|ADVGRO|US00791GAA58||United States|20000|23|23|USD|ISHIBHG|8/1/2019|
12/30/2021|GTCR (AP) FINANCE INC      144A|ASSPAR|US40060QAA31|40060QAA3|United States|30000|31|31|USD|ISHIBHG|5/13/2019|
12/30/2021|BROOKFIELD PROPERTY REIT INC 144A|BPR|US11284DAC92|11284DAC9|United States|40000|40|40|USD|ISHIBHG|9/29/2021|
12/30/2021|BLACKSTONE MORTGAGE TRUST INC 144A|BXMT|US09257WAD20|09257WAD2|United States|25000|25|25|USD|ISHIBHG|10/5/2021|
12/30/2021|CENTENE CORPORATION|CNC|US15135BAR24|15135BAR2|United States|140000|147|147|USD|ISHIBHG|5/6/2020|
12/30/2021|NATIONSTAR MORTGAGE HOLDINGS INC 144A|NSM|US63861CAA71|63861CAA7|United States|35000|37|37|USD|ISHIBHG|1/16/2020|
12/30/2021|FREEDOM MORTGAGE CORP      144A|FREMOR|US35640YAG26|35640YAG2|United States|35000|35|35|USD|ISHIBHG|7/7/2021|
12/30/2021|FORTRESS TRANSPORTATION AND INFRAS 144A|FTAI|US34960PAC59||United States|25000|29|29|USD|ISHIBHG|7/28/2020|
12/30/2021|GLOBAL NET LEASE INC       144A|GNL|US37892AAA88|37892AAA8|United States|30000|29|29|USD|ISHIBHG|12/16/2020|
12/30/2021|ICAHN ENTERPRISES LP|IEP|US451102BZ91||United States|90000|93|93|USD|ISHIBHG|3/9/2020|
12/30/2021|LADDER CAPITAL FINANCE HOLDINGS LL 144A|LADR|US505742AM88|505742AM8|United States|35000|36|36|USD|ISHIBHG|1/30/2020|
12/30/2021|LPL HOLDINGS INC           144A|LPLA|US50212YAC84|50212YAC8|United States|20000|21|21|USD|ISHIBHG|11/12/2019|
12/30/2021|MPT OPERATING PARTNERSHIP LP / MPT|MPW|US55342UAH77||United States|85000|90|90|USD|ISHIBHG|9/21/2017|
12/30/2021|NAVIENT CORP|NAVI|US63938CAK45|63938CAK4|United States|40000|41|41|USD|ISHIBHG|1/27/2020|
12/30/2021|ONEMAIN FINANCE CORP|OMF|US682691AB63||United States|40000|40|40|USD|ISHIBHG|6/22/2021|
12/30/2021|RADIAN GROUP INC|RDN|US750236AW16|750236AW1|United States|30000|33|33|USD|ISHIBHG|6/24/2019|
12/30/2021|RHP HOTEL PROPERTIES LP|RHP|US749571AF20|749571AF2|United States|35000|36|36|USD|ISHIBHG|7/10/2020|
12/30/2021|HOSPITALITY PROPERTIES TRUST|SVC|US44106MAW29|44106MAW2|United States|20000|20|20|USD|ISHIBHG|1/13/2017|
12/30/2021|SERVICE PROPERTIES TRUST|SVC|US81761LAB80|81761LAB8|United States|30000|31|31|USD|ISHIBHG|11/20/2020|
12/30/2021|UNITED WHOLESALE MORTGAGE LLC 144A|UWMLLC|US913229AC47|913229AC4|United States|30000|30|30|USD|ISHIBHG|11/22/2021|
12/30/2021|ALLIANT HOLDINGS INTERMEDIATE LLC 144A|ALIANT|US01883LAB99|01883LAB9|United States|45000|46|46|USD|ISHIBHG|10/15/2020|
12/30/2021|ALLIANT HOLDINGS INTERMEDIATE LLC 144A|ALIANT|US01883LAA17|01883LAA1|United States|70000|74|74|USD|ISHIBHG|10/11/2019|
12/30/2021|CRESTWOOD MIDSTREAM PARTNERS LP 144A|CMLP|US226373AQ18|226373AQ1|United States|35000|36|36|USD|ISHIBHG|4/15/2019|
12/30/2021|UNIVISION COMMUNICATIONS INC 144A|UVN|US914906AU68|914906AU6|United States|90000|97|97|USD|ISHIBHG|6/18/2020|
12/30/2021|STANDARD INDUSTRIES INC (DELAWARE) 144A|BMCAUS|US853496AC17||United States|40000|42|42|USD|ISHIBHG|2/7/2017|
12/30/2021|MOSS CREEK RESOURCES HOLDINGS INC 144A|MSSCRK|US61965RAB15|61965RAB1|United States|30000|30|30|USD|ISHIBHG|5/1/2019|
12/30/2021|AMERICAN AIRLINES 2015-1 PASS THRO|AAL|US023770AA81|023770AA8|United States|40582|40|40|USD|ISHIBHG|3/16/2015|
12/30/2021|GETTY IMAGES INC           144A|ABEGET|US374276AJ21||United States|15000|16|16|USD|ISHIBHG|2/19/2019|
12/30/2021|AECOM|ACM|US00774CAB37|00774CAB3|United States|60000|66|66|USD|ISHIBHG|6/26/2017|
12/30/2021|ALBERTSONS COMPANIES INC   144A|ACI|US013092AC57|013092AC5|United States|75000|80|80|USD|ISHIBHG|11/22/2019|
