ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|SINGAPORE (REPUBLIC OF)|SIGB|SG31A7000004||Singapore|3654000|3064|4143|SGD|ISHGLTSY|3/1/2016|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU0000143901||Australia|4177000|3056|4213|AUD|ISHGLTSY|4/20/2021|
12/30/2021|IRELAND (REPUBLIC OF)      RegS|IRISH|IE00B6X95T99||Ireland|2410000|3041|2683|EUR|ISHGLTSY|1/14/2014|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0011317783||France|2263726|3033|2677|EUR|ISHGLTSY|9/11/2012|
12/30/2021|ISRAEL (STATE OF)|ILGOV|IL0011661803||Israel|9649000|3000|9316|ILS|ISHGLTSY|5/12/2020|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU0000101792||Australia|4385000|2998|4133|AUD|ISHGLTSY|9/2/2020|
12/30/2021|ISRAEL (STATE OF)|ILGOV|IL0011746976||Israel|9236000|2997|9305|ILS|ISHGLTSY|4/7/2021|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000006176||Finland|2228000|2976|2626|EUR|ISHGLTSY|10/19/2009|
12/30/2021|IRELAND (REPUBLIC OF)      RegS|IRISH|IE00BH3SQB22||Ireland|2248000|2949|2603|EUR|ISHGLTSY|5/16/2019|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000306758||Finland|2311000|2926|2582|EUR|ISHGLTSY|2/13/2018|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000219787||Finland|2555000|2921|2578|EUR|ISHGLTSY|9/7/2016|
12/30/2021|IRELAND (GOVERNMENT)       RegS|IRISH|IE00BKFVC568||Ireland|2523420|2916|2574|EUR|ISHGLTSY|4/16/2020|
12/30/2021|CANADA (GOVERNMENT OF)|CAN|CA135087H490|135087H49|Canada|3662000|2911|3723|CAD|ISHGLTSY|10/6/2017|
12/30/2021|NETHERLANDS (KINGDOM OF)|NETHER|NL0015031501||Netherlands|2521000|2908|2566|EUR|ISHGLTSY|5/28/2020|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A1FAP5||Austria|2401000|2902|2561|EUR|ISHGLTSY|6/23/2015|
12/30/2021|SINGAPORE (REPUBLIC OF)|SIGB|SGXF27246101||Singapore|4076000|2898|3919|SGD|ISHGLTSY|3/2/2020|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0000571218||France|1764000|2897|2557|EUR|ISHGLTSY|3/12/1998|
12/30/2021|SINGAPORE (REPUBLIC OF)|SIGB|SGXF29144064||Singapore|4010000|2891|3909|SGD|ISHGLTSY|11/2/2020|
12/30/2021|AUSTRIA (REPUBLIC OF) MTN|RAGB|AT0000A1VGK0||Austria|2421000|2870|2533|EUR|ISHGLTSY|4/20/2017|
12/30/2021|SINGAPORE (REPUBLIC OF)|SIGB|SG31A0000001||Singapore|3700000|2856|3862|SGD|ISHGLTSY|6/2/2015|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013415627||France|2479000|2851|2516|EUR|ISHGLTSY|4/24/2019|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000037635||Finland|2075000|2842|2508|EUR|ISHGLTSY|2/7/2012|
12/30/2021|NORWAY (KINGDOM OF)|NGB|NO0010930522||Norway|25654000|2803|24689|NOK|ISHGLTSY|2/17/2021|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A269M8||Austria|2354000|2794|2466|EUR|ISHGLTSY|2/5/2019|
12/30/2021|NETHERLANDS (KINGDOM OF)|NETHER|NL0012171458||Netherlands|2314540|2793|2465|EUR|ISHGLTSY|2/9/2017|
12/30/2021|IRELAND (REPUBLIC OF)      RegS|IRISH|IE00B4S3JD47||Ireland|2270759|2788|2461|EUR|ISHGLTSY|3/20/2013|
12/30/2021|AUSTRIA (REPUBLIC OF)      RegS|RAGB|AT0000383864||Austria|1756000|2781|2454|EUR|ISHGLTSY|7/11/1997|
12/30/2021|ISRAEL (STATE OF)|ILGOV|IL0011671059||Israel|8500000|2745|8523|ILS|ISHGLTSY|7/7/2020|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013286192||France|2276000|2743|2421|EUR|ISHGLTSY|10/9/2017|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU0000087454||Australia|3983000|2742|3780|AUD|ISHGLTSY|5/21/2020|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013200813||France|2353000|2739|2417|EUR|ISHGLTSY|9/5/2016|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0010070060||France|1507000|2737|2416|EUR|ISHGLTSY|4/6/2004|
12/30/2021|SINGAPORE (REPUBLIC OF)|SIGB|SG3254976487||Singapore|3298000|2733|3696|SGD|ISHGLTSY|4/2/2012|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU000XCLWAX7||Australia|3422000|2706|3731|AUD|ISHGLTSY|1/25/2018|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000079041||Finland|2213000|2695|2378|EUR|ISHGLTSY|2/4/2014|
12/30/2021|NORWAY (KINGDOM OF)|NGB|NO0010786288||Norway|23231000|2691|23699|NOK|ISHGLTSY|2/17/2017|
