,ASOF_DATE,NAME,TICKER,ISIN,CUSIP,COUNTRY,POSITION_AMOUNT,MARKET_VALUE_IN_THOUSANDS,LOCAL_MARKET_VALUE_IN_THOUSANDS,CURRENCY,PORTFOLIO_TICKER,Issue_Date
12/30/2021,CGCMT_18-B2   A4,CCMT_18-B2-A4,US17327FAD87,17327FAD8,United States,600000,667,667,USD,ISHCMBS,3/1/2018,
12/30/2021,FHMS_K076   A2,FHMS_K076-A2,US3137FEZU77,,United States,3525000,3997,3997,USD,ISHCMBS,5/1/2018,
12/30/2021,CSAIL_19-C15   A3,CSAIL_19-C15-A3,US22945DAE31,,United States,1000000,1086,1086,USD,ISHCMBS,3/1/2019,
12/30/2021,UBSCM_18-C8   A4,UBSCM_18-C8-A4,US90276VAE92,,United States,1325000,1466,1466,USD,ISHCMBS,2/1/2018,
12/30/2021,FHMS_K075   A2,FHMS_K075-A2,US3137F4X727,,United States,1000000,1120,1120,USD,ISHCMBS,4/1/2018,
12/30/2021,FHMS_K742   A2,FHMS_K742-A2,US3137FYZK59,,United States,2550000,2580,2580,USD,ISHCMBS,5/1/2021,
12/30/2021,WFCM_18-C44   A5,WFCM_18-C44-A5,US95001JAX54,,United States,1000000,1125,1125,USD,ISHCMBS,5/1/2018,
12/30/2021,COMM_18-COR3   A3,COMM_18-COR3-A3,US12595VAD91,,United States,750000,845,845,USD,ISHCMBS,5/1/2018,
12/30/2021,BANK_20-BN30  ASB,BANK_20-BN30-ASB,US06541UBQ85,,United States,240000,237,237,USD,ISHCMBS,12/1/2020,
12/30/2021,BMARK_18-B4   A5,BMARK_18-B4-A5,US08161HAF73,,United States,2023000,2271,2271,USD,ISHCMBS,7/1/2018,
12/30/2021,FHMS_K077   A2,FHMS_K077-A2,US3137FG6X87,,United States,1000000,1133,1133,USD,ISHCMBS,6/1/2018,
12/30/2021,CGCMT_18-C5   A4,CGCMT_18-C5-A4,US17291DAD57,,United States,3000000,3389,3389,USD,ISHCMBS,6/1/2018,
12/30/2021,FHMS_K078   A2,FHMS_K078-A2,US3137FGR317,,United States,1000000,1133,1133,USD,ISHCMBS,7/1/2018,
12/30/2021,WFCM_21-C59  ASB,WFCM_21-C59-ASB,US95003CAD20,95003CAD2,United States,354000,356,356,USD,ISHCMBS,5/1/2021,
12/30/2021,FHMS_K079   A2,FHMS_K079-A2,US3137FGZT52,,United States,2100000,2397,2397,USD,ISHCMBS,8/1/2018,
12/30/2021,BMARK_18-B5   A4,BMARK_18-B5-A4,US08160BAD64,,United States,2500000,2827,2827,USD,ISHCMBS,8/1/2018,
12/30/2021,FHMS_K085   A2,FHMS_K085-A2,US3137FK4M50,,United States,1000000,1145,1145,USD,ISHCMBS,12/1/2018,
12/30/2021,FHMS_K080   A2,FHMS_K080-A2,US3137FHPJ63,,United States,700000,799,799,USD,ISHCMBS,9/1/2018,
12/30/2021,WFCM_18-C47   A4,WFCM_18-C47-A4,US95002DBG34,,United States,2250000,2580,2580,USD,ISHCMBS,10/1/2018,
12/30/2021,FHMS_K081   A2,FHMS_K081-A2,US3137FJEH82,,United States,1500000,1710,1710,USD,ISHCMBS,10/1/2018,
12/30/2021,FHLK_74-5   A2,FHLK_74-5-A2,US3137H2NE04,,United States,3000000,3013,3013,USD,ISHCMBS,9/1/2021,
