,ASOF_DATE,NAME,TICKER,ISIN,CUSIP,COUNTRY,POSITION_AMOUNT,MARKET_VALUE_IN_THOUSANDS,LOCAL_MARKET_VALUE_IN_THOUSANDS,CURRENCY,PORTFOLIO_TICKER,Issue_Date
12/30/2021,ASSURANT INC,AIZ,US04621XAH17,,United States,15000,16,16,USD,ISHIBHC,3/27/2018,
12/30/2021,AIR LEASE CORPORATION,AL,US00912XBC74,00912XBC7,United States,50000,53,53,USD,ISHIBHC,6/18/2018,
12/30/2021,AIR LEASE CORPORATION,AL,US00912XAT19,00912XAT1,United States,150000,155,155,USD,ISHIBHC,8/15/2016,
12/30/2021,ALLY FINANCIAL INC,ALLY,US02005NBL38,,United States,325000,327,327,USD,ISHIBHC,9/18/2020,
12/30/2021,BLACKSTONE SECURED LENDING FUND,BXSL,US09261LAD01,09261LAD0,United States,50000,53,53,USD,ISHIBHC,7/6/2021,
12/30/2021,BOSTON PROPERTIES LP,BXP,US10112RAV69,,United States,50000,52,52,USD,ISHIBHC,4/11/2013,
12/30/2021,CITIGROUP INC,C,US172967GT25,,United States,50000,52,52,USD,ISHIBHC,5/14/2013,
12/30/2021,BGC PARTNERS INC,BGCP,US05541TAK79,05541TAK7,United States,50000,54,54,USD,ISHIBHC,9/17/2018,
12/30/2021,CAPITAL ONE BANK USA NA,COF,US140420NB24,,United States,250000,260,260,USD,ISHIBHC,2/11/2013,
12/30/2021,CAPITAL ONE FINANCIAL CORP,COF,US14040HBD61,14040HBD6,United States,180000,187,187,USD,ISHIBHC,9/20/2013,
12/30/2021,DISCOVER BANK,DFS,US25466AAD37,,United States,255000,272,272,USD,ISHIBHC,8/8/2013,
12/30/2021,ESSEX PORTFOLIO LP,ESS,US29717PAE79,29717PAE7,United States,15000,15,15,USD,ISHIBHC,4/15/2013,
12/30/2021,HUMANA INC,HUM,US444859BP69,444859BP6,United States,200000,200,200,USD,ISHIBHC,8/3/2021,
12/30/2021,JEFFERIES FINANCIAL GROUP INC,JEF,US527288BE32,,United States,50000,53,53,USD,ISHIBHC,10/18/2013,
12/30/2021,JACKSON FINANCIAL INC      144A,JXN,US46817MAH07,46817MAH0,United States,50000,50,50,USD,ISHIBHC,11/23/2021,
12/30/2021,MID-AMERICA APARTMENT COMMUNITIES,MAA,US59523UAA51,,United States,50000,53,53,USD,ISHIBHC,10/16/2013,
12/30/2021,MORGAN STANLEY MTN,MS,US61747YDU64,61747YDU6,United States,255000,267,267,USD,ISHIBHC,5/21/2013,
12/30/2021,REINSURANCE GROUP OF AMERICA INC MTN,RGA,US759351AL35,759351AL3,United States,50000,54,54,USD,ISHIBHC,9/24/2013,
12/30/2021,SANTANDER HOLDINGS USA INC,SANUSA,US80282KAS50,80282KAS5,United States,200000,207,207,USD,ISHIBHC,3/1/2018,
12/30/2021,ABBVIE INC,ABBV,US00287YBC21,00287YBC2,United States,300000,316,316,USD,ISHIBHC,9/18/2018,
12/30/2021,AMERICAN TOWER CORPORATION,AMT,US03027XAQ34,03027XAQ3,United States,175000,180,180,USD,ISHIBHC,12/8/2017,
12/30/2021,BOEING CO,BA,US097023CS21,097023CS2,United States,300000,315,315,USD,ISHIBHC,5/4/2020,
12/30/2021,BOEING CO,BA,US097023BQ73,097023BQ7,United States,100000,101,101,USD,ISHIBHC,5/18/2016,
12/30/2021,REYNOLDS AMERICAN INC,BATSLN,US761713AY21,,United States,50000,54,54,USD,ISHIBHC,9/17/2013,
12/30/2021,CONAGRA BRANDS INC,CAG,US205887CG52,,United States,100000,99,99,USD,ISHIBHC,8/12/2021,
12/30/2021,CROWN CASTLE INTERNATIONAL CORP,CCI,US22822VAJ08,22822VAJ0,United States,250000,261,261,USD,ISHIBHC,1/16/2018,
12/30/2021,CF INDUSTRIES INC,CF,US12527GAC78,12527GAC7,United States,243000,251,251,USD,ISHIBHC,5/23/2013,
12/30/2021,CIGNA CORP,CI,US125523BV13,125523BV1,United States,200000,209,209,USD,ISHIBHC,7/13/2020,
12/30/2021,CIGNA CORP,CI,US125523AF71,125523AF7,United States,105000,111,111,USD,ISHIBHC,8/27/2019,
12/30/2021,CONTINENTAL RESOURCES INC,CLR,US212015AL58,212015AL5,United States,410000,427,427,USD,ISHIBHC,7/12/2013,
12/30/2021,CRANE CO,CR,US224399AR61,224399AR6,United States,15000,16,16,USD,ISHIBHC,12/13/2013,
12/30/2021,CARLISLE COMPANIES INCORPORATED,CSL,US142339AK65,142339AK6,United States,15000,15,15,USD,ISHIBHC,9/28/2021,
12/30/2021,CVS HEALTH CORP,CVS,US126650CC26,,United States,360000,379,379,USD,ISHIBHC,12/5/2013,
12/30/2021,DOWDUPONT INC,DD,US26078JAB61,,United States,300000,319,319,USD,ISHIBHC,11/28/2018,
12/30/2021,DELL INTERNATIONAL LLC,DELL,US24703TAA43,24703TAA4,United States,27000,29,29,USD,ISHIBHC,6/15/2021,
12/30/2021,D R HORTON INC,DHI,US23331ABG31,23331ABG3,United States,15000,16,16,USD,ISHIBHC,2/5/2013,
12/30/2021,TYSON FOODS INC,TSN,US902494BG76,902494BG7,United States,50000,53,53,USD,ISHIBHC,9/28/2018,
12/30/2021,DEVON ENERGY CORPORATION,DVN,US25179MBB81,25179MBB8,United States,35000,39,39,USD,ISHIBHC,12/29/2021,
12/30/2021,ENERGY TRANSFER PARTNERS LP,ET,US29278NAC74,29278NAC7,United States,100000,106,106,USD,ISHIBHC,6/8/2018,
12/30/2021,ENERGY TRANSFER LP,ET,US75886AAJ79,75886AAJ7,United States,275000,291,291,USD,ISHIBHC,12/20/2013,
12/30/2021,EXPEDIA GROUP INC,EXPE,US30212PBJ30,30212PBJ3,United States,50000,52,52,USD,ISHIBHC,6/18/2021,
12/30/2021,FORTUNE BRANDS HOME & SECURITY INC,FBHS,US34964CAC01,,United States,50000,53,53,USD,ISHIBHC,9/21/2018,
12/30/2021,FISERV INC,FISV,US337738AQ13,337738AQ1,United States,115000,121,121,USD,ISHIBHC,9/25/2018,
12/30/2021,GILEAD SCIENCES INC,GILD,US375558BL63,,United States,75000,77,77,USD,ISHIBHC,9/20/2016,
12/30/2021,GILEAD SCIENCES INC,GILD,US375558BW29,375558BW2,United States,112000,112,112,USD,ISHIBHC,9/30/2020,
12/30/2021,GLP CAPITAL LP,GLPI,US361841AF69,361841AF6,United States,50000,54,54,USD,ISHIBHC,7/29/2014,
12/30/2021,GENERAL MOTORS FINANCIAL CO INC,GM,US37045XCZ78,,United States,280000,284,284,USD,ISHIBHC,8/20/2020,
12/30/2021,GENERAL MOTORS CO,GM,US37045VAE02,37045VAE0,United States,300000,322,322,USD,ISHIBHC,7/21/2014,
12/30/2021,GENERAL MOTORS CO,GM,US37045VAW00,37045VAW0,United States,100000,108,108,USD,ISHIBHC,5/12/2020,
12/30/2021,HYATT HOTELS CORP,H,US448579AE22,,United States,50000,52,52,USD,ISHIBHC,5/10/2013,
12/30/2021,HYATT HOTELS CORP,H,US448579AL64,448579AL6,United States,200000,201,201,USD,ISHIBHC,10/1/2021,
12/30/2021,HOLLYFRONTIER CORP,HFC,US436106AB48,436106AB4,United States,50000,51,51,USD,ISHIBHC,9/28/2020,
12/30/2021,HEWLETT PACKARD ENTERPRISE CO,HPE,US42824CBG33,42824CBG3,United States,275000,293,293,USD,ISHIBHC,4/9/2020,
12/30/2021,KEURIG DR PEPPER INC,KDP,US26138EAW93,26138EAW9,United States,200000,208,208,USD,ISHIBHC,12/14/2016,
