,STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
0,IBTL,2021-12-31,WORST,2022-01-06,0.0,57350.4,57350.4
1,IBTL,2021-12-31,WORST,2022-02-15,78703.125,0.0,78703.125
2,IBTL,2021-12-31,WORST,2022-05-16,88937.5,0.0,88937.5
3,IBTL,2021-12-31,WORST,2022-08-15,78703.125,0.0,78703.125
4,IBTL,2021-12-31,WORST,2022-11-15,88937.5,0.0,88937.5
5,IBTL,2021-12-31,WORST,2023-02-15,78703.125,0.0,78703.125
6,IBTL,2021-12-31,WORST,2023-05-15,88937.5,0.0,88937.5
7,IBTL,2021-12-31,WORST,2023-08-15,78703.125,0.0,78703.125
8,IBTL,2021-12-31,WORST,2023-11-15,88937.5,0.0,88937.5
9,IBTL,2021-12-31,WORST,2024-02-15,78703.125,0.0,78703.125
10,IBTL,2021-12-31,WORST,2024-05-15,88937.5,0.0,88937.5
11,IBTL,2021-12-31,WORST,2024-08-15,78703.125,0.0,78703.125
12,IBTL,2021-12-31,WORST,2024-11-15,88937.5,0.0,88937.5
13,IBTL,2021-12-31,WORST,2025-02-18,78703.125,0.0,78703.125
14,IBTL,2021-12-31,WORST,2025-05-15,88937.5,0.0,88937.5
15,IBTL,2021-12-31,WORST,2025-08-15,78703.125,0.0,78703.125
16,IBTL,2021-12-31,WORST,2025-11-17,88937.5,0.0,88937.5
17,IBTL,2021-12-31,WORST,2026-02-17,78703.125,0.0,78703.125
18,IBTL,2021-12-31,WORST,2026-05-15,88937.5,0.0,88937.5
19,IBTL,2021-12-31,WORST,2026-08-17,78703.125,0.0,78703.125
20,IBTL,2021-12-31,WORST,2026-11-16,88937.5,0.0,88937.5
21,IBTL,2021-12-31,WORST,2027-02-16,78703.125,0.0,78703.125
22,IBTL,2021-12-31,WORST,2027-05-17,88937.5,0.0,88937.5
23,IBTL,2021-12-31,WORST,2027-08-16,78703.125,0.0,78703.125
24,IBTL,2021-12-31,WORST,2027-11-15,88937.5,0.0,88937.5
25,IBTL,2021-12-31,WORST,2028-02-15,78703.125,0.0,78703.125
26,IBTL,2021-12-31,WORST,2028-05-15,88937.5,0.0,88937.5
27,IBTL,2021-12-31,WORST,2028-08-15,78703.125,0.0,78703.125
28,IBTL,2021-12-31,WORST,2028-11-15,88937.5,0.0,88937.5
29,IBTL,2021-12-31,WORST,2029-02-15,78703.125,0.0,78703.125
30,IBTL,2021-12-31,WORST,2029-05-15,88937.5,0.0,88937.5
31,IBTL,2021-12-31,WORST,2029-08-15,78703.125,0.0,78703.125
32,IBTL,2021-12-31,WORST,2029-11-15,88937.5,0.0,88937.5
33,IBTL,2021-12-31,WORST,2030-02-15,78703.125,0.0,78703.125
34,IBTL,2021-12-31,WORST,2030-05-15,88937.5,0.0,88937.5
35,IBTL,2021-12-31,WORST,2030-08-15,78703.125,0.0,78703.125
36,IBTL,2021-12-31,WORST,2030-11-15,88937.5,0.0,88937.5
37,IBTL,2021-12-31,WORST,2031-02-18,78703.125,6925000.0,7003703.125
38,IBTL,2021-12-31,WORST,2031-05-15,88937.5,7240000.0,7328937.5
39,IBTL,2021-12-31,WORST,2031-08-15,39750.0,6360000.0,6399750.0
40,IBTL,2021-12-31,WORST,2031-11-17,30112.5,4380000.0,4410112.5
41,IBTL,2021-12-31,MATURITY,2022-01-06,0.0,57350.4,57350.4
42,IBTL,2021-12-31,MATURITY,2022-02-15,78703.125,0.0,78703.125
43,IBTL,2021-12-31,MATURITY,2022-05-16,88937.5,0.0,88937.5
44,IBTL,2021-12-31,MATURITY,2022-08-15,78703.125,0.0,78703.125
45,IBTL,2021-12-31,MATURITY,2022-11-15,88937.5,0.0,88937.5
46,IBTL,2021-12-31,MATURITY,2023-02-15,78703.125,0.0,78703.125
47,IBTL,2021-12-31,MATURITY,2023-05-15,88937.5,0.0,88937.5
48,IBTL,2021-12-31,MATURITY,2023-08-15,78703.125,0.0,78703.125
49,IBTL,2021-12-31,MATURITY,2023-11-15,88937.5,0.0,88937.5
50,IBTL,2021-12-31,MATURITY,2024-02-15,78703.125,0.0,78703.125
51,IBTL,2021-12-31,MATURITY,2024-05-15,88937.5,0.0,88937.5
52,IBTL,2021-12-31,MATURITY,2024-08-15,78703.125,0.0,78703.125
53,IBTL,2021-12-31,MATURITY,2024-11-15,88937.5,0.0,88937.5
54,IBTL,2021-12-31,MATURITY,2025-02-18,78703.125,0.0,78703.125
55,IBTL,2021-12-31,MATURITY,2025-05-15,88937.5,0.0,88937.5
56,IBTL,2021-12-31,MATURITY,2025-08-15,78703.125,0.0,78703.125
57,IBTL,2021-12-31,MATURITY,2025-11-17,88937.5,0.0,88937.5
58,IBTL,2021-12-31,MATURITY,2026-02-17,78703.125,0.0,78703.125
59,IBTL,2021-12-31,MATURITY,2026-05-15,88937.5,0.0,88937.5
60,IBTL,2021-12-31,MATURITY,2026-08-17,78703.125,0.0,78703.125
61,IBTL,2021-12-31,MATURITY,2026-11-16,88937.5,0.0,88937.5
62,IBTL,2021-12-31,MATURITY,2027-02-16,78703.125,0.0,78703.125
63,IBTL,2021-12-31,MATURITY,2027-05-17,88937.5,0.0,88937.5
64,IBTL,2021-12-31,MATURITY,2027-08-16,78703.125,0.0,78703.125
65,IBTL,2021-12-31,MATURITY,2027-11-15,88937.5,0.0,88937.5
