,ASOF_DATE,NAME,TICKER,ISIN,CUSIP,COUNTRY,POSITION_AMOUNT,MARKET_VALUE_IN_THOUSANDS,LOCAL_MARKET_VALUE_IN_THOUSANDS,CURRENCY,PORTFOLIO_TICKER,Issue_Date
12/30/2021,CF INDUSTRIES INC,CF,US12527GAC78,12527GAC7,United States,2600000,2687,2687,USD,ISHFALN,5/23/2013,
12/30/2021,CONTINENTAL RESOURCES INC,CLR,US212015AL58,212015AL5,United States,5000000,5209,5209,USD,ISHFALN,7/12/2013,
12/30/2021,CONTINENTAL RESOURCES INC,CLR,US212015AN15,212015AN1,United States,14600000,15262,15262,USD,ISHFALN,9/5/2014,
12/30/2021,CONTINENTAL RESOURCES INC,CLR,US212015AS02,212015AS0,United States,15000000,16520,16520,USD,ISHFALN,5/23/2018,
12/30/2021,DELL INC,DELL,US247025AE93,,United States,4600000,5816,5816,USD,ISHFALN,4/27/1998,
12/30/2021,DELL INC,DELL,US24702RAF82,,United States,8789000,11430,11430,USD,ISHFALN,12/3/2008,
12/30/2021,DELL INC,DELL,US24702RAM34,24702RAM3,United States,2266000,2610,2610,USD,ISHFALN,9/10/2010,
12/30/2021,MICHAEL KORS USA INC       144A,KORS,US59408TAA88,59408TAA8,United States,2600000,2763,2763,USD,ISHFALN,10/20/2017,
12/30/2021,NEWFIELD EXPLORATION CO,OVV,US651290AQ17,651290AQ1,United States,15000000,16949,16949,USD,ISHFALN,6/26/2012,
12/30/2021,NEWFIELD EXPLORATION COMPANY,OVV,US651290AR99,,United States,9600000,10909,10909,USD,ISHFALN,3/10/2015,
12/30/2021,OVINTIV INC,OVV,US012873AH83,,United States,100000,136,136,USD,ISHFALN,9/15/2000,
12/30/2021,OVINTIV INC,OVV,US698900AG20,,United States,5000000,6563,6563,USD,ISHFALN,11/5/2001,
12/30/2021,ARCELORMITTAL,MTNA,US03938LBA17,03938LBA1,Luxembourg,4600000,5107,5107,USD,ISHFALN,3/11/2019,
12/30/2021,DRESDNER FUNDING TRUST I   144A,CMZB,US26156FAA12,,Germany,30274000,42764,42764,USD,ISHFALN,5/25/1999,
12/30/2021,PROVIDENT FINANCING TRUST I,UNM,US743863AA09,,United States,5904000,7349,7349,USD,ISHFALN,3/16/1998,
12/30/2021,VODAFONE GROUP PLC,VOD,US92857WBQ24,92857WBQ2,United Kingdom,61110000,74827,74827,USD,ISHFALN,4/4/2019,
