ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
9/23/2020|ISHARES IBOXX $ HIGH YIELD CORP BO|HYG|US4642885135|464288513|United States|243181|20196|20196|USD|ISHBYLD|4/4/2007|
9/23/2020|ISHARES 1-3 YEAR TREASURY BOND ETF|SHY|US4642874576|464287457|United States|59259|5126|5126|USD|ISHBYLD|7/22/2002|
9/23/2020|ISHARES 10-20 YEAR TREASURY BOND E|TLH|US4642886539|464288653|United States|136670|22842|22842|USD|ISHBYLD|1/5/2007|
9/23/2020|ISHARES AGENCY BOND ETF|AGZ|US4642881662|464288166|United States|197574|23916|23916|USD|ISHBYLD|12/1/2009|
9/23/2020|ISHARES BROAD USD HIGH YIELD CORPO|USHY|US46435U8532|46435U853|United States|487150|19165|19165|USD|ISHBYLD|10/25/2017|
9/23/2020|ISHARES JPMORGAN USD EMERGING MARK|EMB|US4642882819|464288281|United States|176485|19330|19330|USD|ISHBYLD|12/17/2007|
9/23/2020|ISHARES MBS ETF|MBB|US4642885887|464288588|United States|545509|60164|60164|USD|ISHBYLD|3/13/2007|
9/23/2020|ISHARES SHORT-TERM CORP BOND|IGSB|US4642886463|464288646|United States|514629|28253|28253|USD|ISHBYLD|1/5/2007|
9/23/2020|USD CASH|USD|||United States|-33705|-34|-34|USD|ISHBYLD|1/1/1989|
9/23/2020|BLK CSH FND TREASURY SL AGENCY|XTSLA|US0669224778|066922477|United States|65000|65|65|USD|ISHBYLD|2/4/2009|
