ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|TREASURY BOND|TBOND|US912810SQ22|912810SQ2|United States|39058000|34141|34141|USD|ISHT20|8/31/2020|
12/30/2021|TREASURY BOND|TBOND|US912810ST60|912810ST6|United States|142456000|129506|129506|USD|ISHT20|11/30/2020|
12/30/2021|TREASURY BOND|TBOND|US912810SY55|912810SY5|United States|179000|188|188|USD|ISHT20|6/1/2021|
12/30/2021|TREASURY BOND|TBOND|US912810QX90|912810QX9|United States|337152100|386842|386842|USD|ISHT20|8/15/2012|
12/30/2021|TREASURY BOND|TBOND|US912810QY73|912810QY7|United States|178993100|204146|204146|USD|ISHT20|11/15/2012|
12/30/2021|TREASURY BOND|TBOND|US912810QZ49|912810QZ4|United States|391564200|475429|475429|USD|ISHT20|2/15/2013|
12/30/2021|TREASURY BOND|TBOND|US912810RB61|912810RB6|United States|979256500|1138865|1138865|USD|ISHT20|5/15/2013|
12/30/2021|TREASURY BOND|TBOND|US912810RC45|912810RC4|United States|352316600|460874|460874|USD|ISHT20|8/15/2013|
12/30/2021|TREASURY BOND|TBOND|US912810RD28|912810RD2|United States|144542600|191440|191440|USD|ISHT20|11/15/2013|
12/30/2021|TREASURY BOND|TBOND|US912810RH32|912810RH3|United States|710190900|868957|868957|USD|ISHT20|8/15/2014|
12/30/2021|TREASURY BOND|TBOND|US912810RJ97|912810RJ9|United States|5348500|6386|6386|USD|ISHT20|11/17/2014|
12/30/2021|TREASURY BOND|TBOND|US912810RK60|912810RK6|United States|47555000|52641|52641|USD|ISHT20|2/17/2015|
12/30/2021|TREASURY BOND|TBOND|US912810RN00|912810RN0|United States|358340800|423766|423766|USD|ISHT20|8/17/2015|
12/30/2021|TREASURY BOND|TBOND|US912810RQ31|912810RQ3|United States|787101500|875066|875066|USD|ISHT20|2/16/2016|
12/30/2021|TREASURY BOND|TBOND|US912810RS96|912810RS9|United States|745353600|824324|824324|USD|ISHT20|5/16/2016|
12/30/2021|TREASURY BOND|TBOND|US912810RU43|912810RU4|United States|267406400|316746|316746|USD|ISHT20|11/15/2016|
12/30/2021|TREASURY BOND|TBOND|US912810RV26|912810RV2|United States|136206100|166123|166123|USD|ISHT20|2/15/2017|
12/30/2021|TREASURY BOND|TBOND|US912810RY64|912810RY6|United States|257760400|302133|302133|USD|ISHT20|8/15/2017|
12/30/2021|TREASURY BOND|TBOND|US912810RZ30|912810RZ3|United States|329981200|384795|384795|USD|ISHT20|11/15/2017|
12/30/2021|TREASURY BOND|TBOND|US912810SA79|912810SA7|United States|867116700|1066520|1066520|USD|ISHT20|2/15/2018|
12/30/2021|TREASURY BOND|TBOND|US912810SC36|912810SC3|United States|735171900|920247|920247|USD|ISHT20|5/15/2018|
12/30/2021|TREASURY BOND|TBOND|US912810SD19|912810SD1|United States|987590000|1217591|1217591|USD|ISHT20|8/15/2018|
12/30/2021|TREASURY BOND|TBOND|US912810SE91|912810SE9|United States|354100700|464146|464146|USD|ISHT20|11/15/2018|
12/30/2021|TREASURY BOND|TBOND|US912810SF66|912810SF6|United States|1398436100|1732040|1732040|USD|ISHT20|2/15/2019|
12/30/2021|TREASURY BOND|TBOND|US912810SH23|912810SH2|United States|237575600|286571|286571|USD|ISHT20|5/15/2019|
12/30/2021|TREASURY BOND|TBOND|US912810SJ88|912810SJ8|United States|631735700|680275|680275|USD|ISHT20|8/15/2019|
12/30/2021|TREASURY BOND|TBOND|US912810SK51|912810SK5|United States|335516000|369045|369045|USD|ISHT20|11/15/2019|
12/30/2021|TREASURY BOND|TBOND|US912810SL35|912810SL3|United States|906066600|925639|925639|USD|ISHT20|2/18/2020|
12/30/2021|TREASURY BOND|TBOND|US912810SP49|912810SP4|United States|100852000|88718|88718|USD|ISHT20|8/17/2020|
12/30/2021|TREASURY BOND|TBOND|US912810SS87|912810SS8|United States|1019954600|950225|950225|USD|ISHT20|11/16/2020|
12/30/2021|TREASURY BOND|TBOND|US912810SU34|912810SU3|United States|2228396000|2215601|2215601|USD|ISHT20|2/16/2021|
12/30/2021|TREASURY BOND (OLD)|TBOND|US912810SZ21|912810SZ2|United States|990859200|1015940|1015940|USD|ISHT20|8/16/2021|
12/30/2021|TREASURY BOND (OTR)|TBOND|US912810TB44|912810TB4|United States|582248000|578267|578267|USD|ISHT20|11/15/2021|
12/30/2021|USD CASH|USD|||United States|-56287070|-56287|-56287|USD|ISHT20|1/1/1989|
12/30/2021|BLK CSH FND TREASURY SL AGENCY|XTSLA|US0669224778|066922477|United States|21040000|21040|21040|USD|ISHT20|2/4/2009|
